Point	Sta	Fre	Ps(TE)	Phase(TE)	Ps(TM)	Phase(TM)	Level
1	0	3	2.638629267	80.056778	333.89746	10.806628	-3945085
1	0	2.899984557	2.568403706	80.59903	400.03671	12.884086	-3945085
1	0	2.800029359	2.489283435	80.908455	470.96091	15.09437	-3945085
1	0	2.700011071	2.406973713	81.016373	544.28894	17.293941	-3945085
1	0	2.599992188	2.323527733	80.950523	618.69623	19.318661	-3945085
1	0	2.499961879	2.239890743	80.73278	695.67462	21.056597	-3945085
1	0	2.400019635	2.157123016	80.377014	779.76428	22.514301	-3945085
1	0	2.2999429	2.075367623	79.898293	877.534	23.848173	-3945085
1	0	2.200029267	1.995072757	79.31057	994.24469	25.312189	-3945085
1	0	2.10002573	1.916357988	78.623634	1132.1348	27.195696	-3945085
1	0	2	1.839322843	77.844765	1286.8944	29.733044	-3945085
1	0	1.899984563	1.764348739	76.9757	1445.7037	33.058193	-3945085
1	0	1.800029345	1.691600045	76.028435	1587.2253	37.173386	-3945085
1	0	1.700011054	1.621121295	74.999825	1685.5448	41.954903	-3945085
1	0	1.599992188	1.553351807	73.886574	1717.8788	47.159378	-3945085
1	0	1.499961879	1.48827742	72.710411	1675.1354	52.487309	-3945085
1	0	1.400019652	1.426197659	71.477409	1564.9485	57.635143	-3945085
1	0	1.299942922	1.36721079	70.195381	1407.1223	62.368748	-3945085
1	0	1.200029267	1.311502936	68.862915	1227.0331	66.526047	-3945085
1	0	1.10002573	1.259072963	67.500381	1045.1454	70.058388	-3945085
1	0	1	1.210021048	66.128632	875.53894	72.976959	-3945085
1	0	0.899984552	1.164487555	64.743828	725.05621	75.306244	-3945085
1	0	0.800029352	1.122304727	63.341866	596.06036	77.099243	-3945085
1	0	0.700011071	1.083332488	62.002815	487.9187	78.45932	-3945085
1	0	0.599992167	1.048067364	60.623856	398.55081	79.453575	-3945085
1	0	0.499961852	1.01550993	59.333118	325.31219	80.130707	-3945085
1	0	0.400019652	0.986107984	58.089222	265.69461	80.51712	-3945085
1	0	0.2999429	0.95947053	56.889755	217.23309	80.641693	-3945085
1	0	0.200029267	0.93622566	55.683826	178.03082	80.558151	-3945085
1	0	0.100025696	0.915406405	54.536976	146.23924	80.34819	-3945085
1	0	0	0.896798398	53.474789	120.4725	79.994034	-3945085
1	0	-0.100015427	0.880727748	52.42366	99.587715	79.520699	-3945085
1	0	-0.199970655	0.867172598	51.404186	82.72393	78.77253	-3945085
1	0	-0.29998892	0.854654018	50.510838	69.111893	77.755981	-3945085
1	0	-0.400007833	0.845027002	49.599716	57.906452	77.055435	-3945085
1	0	-0.500038148	0.837490818	48.717205	48.926113	75.867485	-3945085
1	0	-0.599980382	0.829631924	48.018681	41.657364	74.411057	-3945085
1	0	-0.700057122	0.823650148	47.276924	35.590191	73.082436	-3945085
1	0	-0.799970733	0.818442459	46.530655	30.525942	71.719162	-3945085
1	0	-0.89997427	0.810693352	45.852921	26.29203	70.106964	-3945085
1	0	-1	0.801392712	45.001892	22.662426	68.401016	-3945085
1	0	-1.100015443	0.79121479	43.774181	19.643894	66.17482	-3945085
1	0	-1.19997062	0.776674036	42.235641	17.182047	63.362869	-3945085
1	0	-1.299988938	0.767569274	39.849762	15.099973	60.464741	-3945085
1	0	-1.400007801	0.761638515	36.872768	13.564387	56.92337	-3945085
1	0	-1.500038134	0.763736817	33.181179	12.65347	52.58094	-3945085
1	0	-1.599980382	0.781495883	28.650948	12.24507	48.020081	-3945085
1	0	-1.700057078	0.816103948	23.513023	12.318508	43.480976	-3945085
1	0	-1.799970733	0.866891409	18.242636	13.16382	38.657001	-3945085
1	0	-1.89997427	0.951487577	12.839747	14.385998	34.587406	-3945085
1	0	-2.000000009	1.05879407	8.6132002	15.84709	31.379192	-3945085
2	4.5	3	2.561254648	80.7136	416.87659	12.454123	-3945490
2	4.5	2.899984557	2.490914308	81.022499	491.97281	14.629319	-3945490
2	4.5	2.800029359	2.412262642	81.14106	569.75317	16.801626	-3945490
2	4.5	2.700011071	2.33057068	81.094414	648.62671	18.80349	-3945490
2	4.5	2.599992188	2.247795243	80.902267	729.73773	20.50284	-3945490
2	4.5	2.499961879	2.165145226	80.576874	817.84521	21.884787	-3945490
2	4.5	2.400019635	2.08339181	80.131348	919.78558	23.083731	-3945490
2	4.5	2.2999429	2.00276709	79.576042	1042.1804	24.351572	-3945490
2	4.5	2.200029267	1.923629846	78.923157	1187.5228	25.960743	-3945490
2	4.5	2.10002573	1.846132197	78.179718	1353.2385	28.139866	-3945490
2	4.5	2	1.77044219	77.351486	1528.9688	31.01779	-3945490
2	4.5	1.899984563	1.696854554	76.440063	1696.6071	34.618107	-3945490
2	4.5	1.800029345	1.62560476	75.455582	1832.592	38.861637	-3945490
2	4.5	1.700011054	1.556649351	74.396446	1913.4332	43.597046	-3945490
2	4.5	1.599992188	1.490434551	73.258041	1922.0782	48.606342	-3945490
2	4.5	1.499961879	1.426954633	72.063515	1855.1587	53.65593	-3945490
2	4.5	1.400019652	1.366543478	70.817413	1722.6501	58.504471	-3945490
2	4.5	1.299942922	1.309159576	69.528709	1545.1936	62.974152	-3945490
2	4.5	1.200029267	1.255142801	68.193932	1347.0282	66.916946	-3945490
2	4.5	1.10002573	1.204388592	66.833099	1148.2841	70.282982	-3945490
2	4.5	1	1.156869	65.46946	963.03699	73.061401	-3945490
2	4.5	0.899984552	1.112862854	64.095436	798.64917	75.282623	-3945490
2	4.5	0.800029352	1.072157403	62.704304	657.59729	76.994644	-3945490
2	4.5	0.700011071	1.034461524	61.377872	539.15326	78.301346	-3945490
2	4.5	0.599992167	1.000449306	60.010448	441.10657	79.24276	-3945490
2	4.5	0.499961852	0.969129748	58.724262	360.62695	79.851494	-3945490
2	4.5	0.400019652	0.940779602	57.480549	295.08051	80.161789	-3945490
2	4.5	0.2999429	0.915160147	56.271976	241.72264	80.245247	-3945490
2	4.5	0.200029267	0.893144976	55.042271	198.5358	80.084587	-3945490
2	4.5	0.100025696	0.873462948	53.863625	163.48412	79.78553	-3945490
2	4.5	0	0.856118722	52.754749	135.01288	79.396416	-3945490
2	4.5	-0.100015427	0.841468049	51.646553	111.98212	78.741478	-3945490
2	4.5	-0.199970655	0.829778528	50.564831	93.364632	77.873795	-3945490
2	4.5	-0.29998892	0.819527208	49.627903	78.334503	76.770248	-3945490
2	4.5	-0.400007833	0.811937678	48.708447	65.860962	76.156952	-3945490
2	4.5	-0.500038148	0.80613076	47.82542	55.863483	75.055283	-3945490
2	4.5	-0.599980382	0.799044522	47.102371	47.756046	73.586708	-3945490
2	4.5	-0.700057122	0.793779946	46.25938	40.781105	72.465897	-3945490
2	4.5	-0.799970733	0.78982776	45.333481	34.911015	71.113594	-3945490
2	4.5	-0.89997427	0.784657868	44.430649	30.078859	69.069794	-3945490
2	4.5	-1	0.779558716	43.363586	25.880167	66.994247	-3945490
2	4.5	-1.100015443	0.774592577	41.97139	22.459038	64.2939	-3945490
2	4.5	-1.19997062	0.766069998	40.339172	19.748854	61.024475	-3945490
2	4.5	-1.299988938	0.7630538	37.942566	17.450239	57.93224	-3945490
2	4.5	-1.400007801	0.762956663	35.00713	16.322121	53.10294	-3945490
2	4.5	-1.500038134	0.770241207	31.398979	15.726151	48.373966	-3945490
2	4.5	-1.599980382	0.792807824	26.963451	15.373651	44.370911	-3945490
2	4.5	-1.700057078	0.832452336	21.919456	15.944959	39.924583	-3945490
2	4.5	-1.799970733	0.889097587	16.799025	17.294577	35.679859	-3945490
2	4.5	-1.89997427	0.979787435	11.695016	18.930159	32.345207	-3945490
2	4.5	-2.000000009	1.091037496	7.9337025	21.116213	29.549393	-3945490
3	9	3	2.621417217	80.714325	376.77609	10.74624	-3945331
3	9	2.899984557	2.551013447	81.023331	450.41153	12.710347	-3945331
3	9	2.800029359	2.472429275	81.142334	529.93774	14.751849	-3945331
3	9	2.700011071	2.390720679	81.098038	613.78369	16.754333	-3945331
3	9	2.599992188	2.307969182	80.908928	701.40674	18.606703	-3945331
3	9	2.499961879	2.225390136	80.586258	794.40985	20.250271	-3945331
3	9	2.400019635	2.143592153	80.145241	896.47028	21.707428	-3945331
3	9	2.2999429	2.06295543	79.594688	1012.9179	23.096979	-3945331
3	9	2.200029267	1.983805492	78.946892	1147.9294	24.600798	-3945331
3	9	2.10002573	1.906249931	78.209198	1303.4747	26.429533	-3945331
3	9	2	1.830548073	77.387108	1476.0239	28.758284	-3945331
3	9	1.899984563	1.756900795	76.482155	1655.516	31.697901	-3945331
3	9	1.800029345	1.685557344	75.504845	1825.057	35.277523	-3945331
3	9	1.700011054	1.616496729	74.453659	1962.3994	39.46814	-3945331
3	9	1.599992188	1.550184065	73.323387	2043.5481	44.152866	-3945331
3	9	1.499961879	1.486527246	72.138153	2049.4727	49.15469	-3945331
3	9	1.400019652	1.425977011	70.901337	1973.675	54.222805	-3945331
3	9	1.299942922	1.36840107	69.623688	1826.4082	59.111275	-3945331
3	9	1.200029267	1.314210536	68.29908	1631.4873	63.586212	-3945331
3	9	1.10002573	1.263246923	66.949471	1415.9014	67.519859	-3945331
3	9	1	1.215465662	65.598335	1202.0214	70.843048	-3945331
3	9	0.899984552	1.171187829	64.238518	1004.4955	73.550163	-3945331
3	9	0.800029352	1.130319099	62.859882	831.10632	75.726112	-3945331
3	9	0.700011071	1.092213122	61.552616	682.90637	77.412865	-3945331
3	9	0.599992167	1.0578732	60.204659	559.0647	78.688065	-3945331
3	9	0.499961852	1.026332168	58.93708	456.69971	79.531883	-3945331
3	9	0.400019652	0.997494687	57.722313	373.15848	80.112854	-3945331
3	9	0.2999429	0.971588961	56.539249	304.96628	80.387978	-3945331
3	9	0.200029267	0.949104718	55.343975	249.75278	80.406868	-3945331
3	9	0.100025696	0.928948023	54.204456	204.94516	80.303879	-3945331
3	9	0	0.910867211	53.143963	168.62511	80.00016	-3945331
3	9	-0.100015427	0.895410959	52.089466	139.24908	79.448235	-3945331
3	9	-0.199970655	0.882768858	51.064957	115.49563	78.758141	-3945331
3	9	-0.29998892	0.871484807	50.187531	96.328323	77.799149	-3945331
3	9	-0.400007833	0.862765076	49.327091	80.55806	77.211777	-3945331
3	9	-0.500038148	0.855527823	48.50621	67.767448	76.439552	-3945331
3	9	-0.599980382	0.846717164	47.860706	57.495262	75.096809	-3945331
3	9	-0.700057122	0.839932342	47.104462	48.698994	74.194321	-3945331
3	9	-0.799970733	0.833463432	46.278587	41.401863	72.894577	-3945331
3	9	-0.89997427	0.824902143	45.459106	35.305233	71.110062	-3945331
3	9	-1	0.816013299	44.410728	30.260069	68.717018	-3945331
3	9	-1.100015443	0.806923148	42.957653	25.906424	66.362381	-3945331
3	9	-1.19997062	0.794824944	41.188885	22.46353	63.339817	-3945331
3	9	-1.299988938	0.789156737	38.607555	19.716722	60.098721	-3945331
3	9	-1.400007801	0.787793485	35.465172	18.109501	55.522274	-3945331
3	9	-1.500038134	0.794585198	31.657774	17.117069	50.98053	-3945331
3	9	-1.599980382	0.817727364	27.031082	16.620935	46.740326	-3945331
3	9	-1.700057078	0.859321515	21.827463	16.971586	42.252426	-3945331
3	9	-1.799970733	0.919387027	16.648827	18.218359	37.789127	-3945331
3	9	-1.89997427	1.014103517	11.668371	19.456436	34.557186	-3945331
3	9	-2.000000009	1.127472853	8.2018757	21.435728	31.599979	-3945331
4	13.5	3	2.734786697	80.175171	185.97066	7.6466708	-3943784
4	13.5	2.899984557	2.663803034	80.688255	228.13586	9.3332386	-3943784
4	13.5	2.800029359	2.58458797	80.967804	276.49484	11.292635	-3943784
4	13.5	2.700011071	2.502131481	81.052948	329.90497	13.471141	-3943784
4	13.5	2.599992188	2.418654799	80.969414	386.3446	15.749147	-3943784
4	13.5	2.499961879	2.335227633	80.735268	443.89706	17.957153	-3943784
4	13.5	2.400019635	2.252498439	80.368828	502.12796	19.925144	-3943784
4	13.5	2.2999429	2.17088369	79.881966	563.45923	21.573788	-3943784
4	13.5	2.200029267	2.090731109	79.289062	632.43683	22.965467	-3943784
4	13.5	2.10002573	2.01208309	78.599625	714.74396	24.324348	-3943784
4	13.5	2	1.935261941	77.819717	814.31616	25.958139	-3943784
4	13.5	1.899984563	1.860427252	76.951447	930.99255	28.173777	-3943784
4	13.5	1.800029345	1.787784041	76.0065	1058.0891	31.187304	-3943784
4	13.5	1.700011054	1.717385764	74.983055	1180.7783	35.091404	-3943784
4	13.5	1.599992188	1.649728116	73.875572	1277.5936	39.801804	-3943784
4	13.5	1.499961879	1.584646844	72.707916	1326.5283	45.090416	-3943784
4	13.5	1.400019652	1.522674753	71.482643	1314.4484	50.61927	-3943784
4	13.5	1.299942922	1.463672786	70.213196	1242.9806	56.048496	-3943784
4	13.5	1.200029267	1.408006283	68.892265	1127.391	61.070255	-3943784
4	13.5	1.10002573	1.355600002	67.542206	988.58954	65.524277	-3943784
4	13.5	1	1.306459255	66.187042	844.68622	69.313835	-3943784
4	13.5	0.899984552	1.260838814	64.820885	708.41498	72.428024	-3943784
4	13.5	0.800029352	1.218758897	63.435223	587.16693	74.96611	-3943784
4	13.5	0.700011071	1.179458258	62.122864	482.53671	76.933388	-3943784
4	13.5	0.599992167	1.144031203	60.771626	394.71317	78.466499	-3943784
4	13.5	0.499961852	1.111425243	59.509441	321.90442	79.523079	-3943784
4	13.5	0.400019652	1.0817394	58.304493	262.4371	80.344055	-3943784
4	13.5	0.2999429	1.054918944	57.146236	213.86664	80.761299	-3943784
4	13.5	0.200029267	1.03138689	55.992218	174.55302	80.962456	-3943784
4	13.5	0.100025696	1.010331043	54.90472	142.68451	81.024139	-3943784
4	13.5	0	0.990906969	53.923737	116.88988	80.86116	-3943784
4	13.5	-0.100015427	0.974044706	52.960438	96.060425	80.412842	-3943784
4	13.5	-0.199970655	0.959466664	52.036278	79.196182	79.964821	-3943784
4	13.5	-0.29998892	0.945692366	51.245449	65.611946	79.158791	-3943784
4	13.5	-0.400007833	0.934643118	50.445946	54.568844	78.451485	-3943784
4	13.5	-0.500038148	0.925521493	49.689938	45.550186	77.848305	-3943784
4	13.5	-0.599980382	0.915001104	49.168549	38.278816	76.84903	-3943784
4	13.5	-0.700057122	0.90600612	48.621864	32.269192	75.815247	-3943784
4	13.5	-0.799970733	0.895564437	48.060829	27.29092	74.584122	-3943784
4	13.5	-0.89997427	0.880436524	47.476479	23.073191	73.260727	-3943784
4	13.5	-1	0.863192868	46.529259	19.646557	71.036659	-3943784
4	13.5	-1.100015443	0.845286979	44.984791	16.618326	69.249825	-3943784
4	13.5	-1.19997062	0.825119407	42.946007	14.206709	66.690399	-3943784
4	13.5	-1.299988938	0.813826606	39.963467	12.468911	62.892223	-3943784
4	13.5	-1.400007801	0.809341031	36.366577	10.994239	59.660389	-3943784
4	13.5	-1.500038134	0.815341744	32.1106	10.115742	55.375614	-3943784
4	13.5	-1.599980382	0.84022534	27.074226	9.734561	50.584064	-3943784
4	13.5	-1.700057078	0.886150071	21.571598	9.6656256	46.084835	-3943784
4	13.5	-1.799970733	0.952211393	16.301334	10.304816	40.921276	-3943784
4	13.5	-1.89997427	1.052630736	11.50668	10.834991	37.356354	-3943784
4	13.5	-2.000000009	1.168955255	8.4313145	11.740283	34.08408	-3943784
5	18	3	2.695070303	80.248909	311.78445	8.978323	-3944939
5	18	2.899984557	2.62352097	80.753792	378.40549	10.801437	-3944939
5	18	2.800029359	2.543989269	81.024765	452.79553	12.824205	-3944939
5	18	2.700011071	2.461330644	81.102173	532.98322	14.957624	-3944939
5	18	2.599992188	2.377726661	81.011497	616.6358	17.069996	-3944939
5	18	2.499961879	2.294174622	80.771606	702.65918	19.022629	-3944939
5	18	2.400019635	2.211420945	80.400055	792.53558	20.721785	-3944939
5	18	2.2999429	2.129750522	79.909462	891.16125	22.181482	-3944939
5	18	2.200029267	2.049549124	79.313843	1004.8333	23.534042	-3944939
5	18	2.10002573	1.970870648	78.622284	1139.7885	25.017111	-3944939
5	18	2	1.893997166	77.841148	1298.4329	26.892941	-3944939
5	18	1.899984563	1.819131673	76.972031	1476.7294	29.388618	-3944939
5	18	1.800029345	1.746456047	76.026443	1661.6785	32.644459	-3944939
5	18	1.700011054	1.676047612	75.002197	1830.2026	36.695328	-3944939
5	18	1.599992188	1.608294876	73.895515	1952.0969	41.438862	-3944939
5	18	1.499961879	1.543213145	72.727242	1999.4316	46.653004	-3944939
5	18	1.400019652	1.481129652	71.502846	1958.2236	52.028145	-3944939
5	18	1.299942922	1.42209782	70.231773	1835.0029	57.26189	-3944939
5	18	1.200029267	1.366400299	68.909599	1653.3661	62.070911	-3944939
5	18	1.10002573	1.313902743	67.558105	1443.3093	66.319878	-3944939
5	18	1	1.264687019	66.200851	1229.8193	69.926186	-3944939
5	18	0.899984552	1.218950066	64.831612	1029.8733	72.882378	-3944939
5	18	0.800029352	1.176710382	63.441147	853.01569	75.283264	-3944939
5	18	0.700011071	1.137340437	62.118675	700.94806	77.110977	-3944939
5	18	0.599992167	1.101798884	60.75423	573.62329	78.54599	-3944939
5	18	0.499961852	1.068971817	59.47665	468.2153	79.523544	-3944939
5	18	0.400019652	1.039248143	58.245106	382.1127	80.263275	-3944939
5	18	0.2999429	1.012222411	57.05764	311.81924	80.602654	-3944939
5	18	0.200029267	0.98860806	55.861595	254.90981	80.734688	-3944939
5	18	0.100025696	0.967535111	54.721626	208.74619	80.720192	-3944939
5	18	0	0.948176343	53.676208	171.33987	80.534882	-3944939
5	18	-0.100015427	0.931720362	52.631989	141.12685	80.047005	-3944939
5	18	-0.199970655	0.917717128	51.617817	116.63443	79.553413	-3944939
5	18	-0.29998892	0.90492061	50.725357	96.878487	78.747147	-3944939
5	18	-0.400007833	0.895165778	49.827579	80.929306	77.76828	-3944939
5	18	-0.500038148	0.887999401	48.985508	67.801132	77.077927	-3944939
5	18	-0.599980382	0.879545695	48.411106	57.077003	76.29184	-3944939
5	18	-0.700057122	0.872176804	47.844608	48.392914	74.958557	-3944939
5	18	-0.799970733	0.862999607	47.264256	41.091908	73.660103	-3944939
5	18	-0.89997427	0.848410169	46.622704	34.80212	72.479607	-3944939
5	18	-1	0.831156364	45.546246	29.644577	70.515335	-3944939
5	18	-1.100015443	0.813939077	43.768814	25.053061	69.027618	-3944939
5	18	-1.19997062	0.795667842	41.418427	21.511997	66.39119	-3944939
5	18	-1.299988938	0.788237428	38.083054	19.136068	62.09362	-3944939
5	18	-1.400007801	0.789591224	34.146015	16.83213	59.293175	-3944939
5	18	-1.500038134	0.80321702	29.59561	15.801927	54.462353	-3944939
5	18	-1.599980382	0.838261351	24.347429	15.168893	50.113419	-3944939
5	18	-1.700057078	0.896212194	18.829754	15.144648	45.720638	-3944939
5	18	-1.799970733	0.974893083	13.841643	16.228992	40.664738	-3944939
5	18	-1.89997427	1.085242793	9.6503887	17.077671	37.264565	-3944939
5	18	-2.000000009	1.206466396	7.3385005	18.483582	34.151455	-3944939
6	22.5	3	2.579880411	80.805069	348.13931	10.951796	-3945148
6	22.5	2.899984557	2.508294261	81.084763	416.06485	13.035628	-3945148
6	22.5	2.800029359	2.429172134	81.175797	488.40558	15.221834	-3945148
6	22.5	2.700011071	2.347188402	81.105301	562.82233	17.356482	-3945148
6	22.5	2.599992188	2.26438298	80.890091	638.39471	19.272877	-3945148
6	22.5	2.499961879	2.181729571	80.543404	717.35071	20.871704	-3945148
6	22.5	2.400019635	2.100108062	80.077515	804.95166	22.185125	-3945148
6	22.5	2.2999429	2.019594499	79.503319	908.08344	23.393724	-3945148
6	22.5	2.200029267	1.940668546	78.831764	1031.7035	24.758047	-3945148
6	22.5	2.10002573	1.863368607	78.071251	1177.4596	26.54859	-3945148
6	22.5	2	1.788013667	77.225807	1340.6456	28.965809	-3945148
6	22.5	1.899984563	1.71473587	76.298592	1509.1416	32.114109	-3945148
6	22.5	1.800029345	1.643847734	75.298584	1663.4982	35.991096	-3945148
6	22.5	1.700011054	1.575350952	74.224457	1779.6289	40.50309	-3945148
6	22.5	1.599992188	1.509509942	73.07415	1834.7059	45.463997	-3945148
6	22.5	1.499961879	1.446554812	71.867332	1815.3566	50.630363	-3945148
6	22.5	1.400019652	1.386537542	70.613167	1723.2089	55.734203	-3945148
6	22.5	1.299942922	1.329751477	69.31459	1573.6854	60.546066	-3945148
6	22.5	1.200029267	1.276361721	67.972656	1390.4862	64.864136	-3945148
6	22.5	1.10002573	1.22614465	66.608803	1196.865	68.604523	-3945148
6	22.5	1	1.179191194	65.245277	1010.3965	71.738373	-3945148
6	22.5	0.899984552	1.135781635	63.873867	841.31482	74.274261	-3945148
6	22.5	0.800029352	1.095672005	62.488312	694.53479	76.303085	-3945148
6	22.5	0.700011071	1.058570221	61.171299	569.91235	77.810287	-3945148
6	22.5	0.599992167	1.02509223	59.816967	466.33884	78.956993	-3945148
6	22.5	0.499961852	0.994406686	58.544506	381.02676	79.719559	-3945148
6	22.5	0.400019652	0.966578925	57.320988	311.43613	80.219894	-3945148
6	22.5	0.2999429	0.941457396	56.135288	254.72035	80.443932	-3945148
6	22.5	0.200029267	0.919731408	54.935097	208.8195	80.377586	-3945148
6	22.5	0.100025696	0.900373706	53.787754	171.53212	80.256912	-3945148
6	22.5	0	0.883007742	52.716259	141.34604	79.86319	-3945148
6	22.5	-0.100015427	0.868416712	51.640835	116.88498	79.320831	-3945148
6	22.5	-0.199970655	0.856692086	50.586445	97.06749	78.66877	-3945148
6	22.5	-0.29998892	0.846570597	49.673023	81.036324	77.836754	-3945148
6	22.5	-0.400007833	0.839207148	48.794956	68.089859	76.816582	-3945148
6	22.5	-0.500038148	0.833462068	47.992111	57.534801	75.755112	-3945148
6	22.5	-0.599980382	0.825367585	47.412613	48.746433	74.858795	-3945148
6	22.5	-0.700057122	0.817514567	46.729561	41.551853	73.441071	-3945148
6	22.5	-0.799970733	0.80848865	45.886185	35.360367	72.176933	-3945148
6	22.5	-0.89997427	0.795981894	44.872715	30.069696	70.7118	-3945148
6	22.5	-1	0.783087232	43.395096	25.631685	68.803108	-3945148
6	22.5	-1.100015443	0.772660896	41.258064	21.721407	67.230995	-3945148
6	22.5	-1.19997062	0.762725373	38.64518	18.990034	63.808781	-3945148
6	22.5	-1.299988938	0.76437504	35.154484	17.19908	59.245445	-3945148
6	22.5	-1.400007801	0.774736824	31.142076	15.444006	56.124496	-3945148
6	22.5	-1.500038134	0.797686436	26.555573	15.044928	50.801968	-3945148
6	22.5	-1.599980382	0.843395642	21.336519	14.777606	46.613392	-3945148
6	22.5	-1.700057078	0.912983079	16.033335	15.169703	42.332348	-3945148
6	22.5	-1.799970733	1.002732565	11.525117	16.447979	37.890522	-3945148
6	22.5	-1.89997427	1.120621043	8.0475788	17.303352	35.138485	-3945148
6	22.5	-2.000000009	1.24401139	6.5031323	18.921347	32.374046	-3945148
7	27	3	2.556249188	81.518539	352.16486	10.916864	-3945157
7	27	2.899984557	2.482236504	81.735977	420.97424	12.993783	-3945157
7	27	2.800029359	2.401154129	81.752724	494.42108	15.172465	-3945157
7	27	2.700011071	2.317603909	81.598282	570.25317	17.304335	-3945157
7	27	2.599992188	2.23353037	81.293388	647.58508	19.22987	-3945157
7	27	2.499961879	2.149925022	80.853172	728.59448	20.8549	-3945157
7	27	2.400019635	2.067636559	80.291321	818.44574	22.211523	-3945157
7	27	2.2999429	1.986728965	79.62114	924.01392	23.475349	-3945157
7	27	2.200029267	1.907682313	78.855186	1050.4261	24.904274	-3945157
7	27	2.10002573	1.830519978	78.002335	1199.5356	26.775021	-3945157
7	27	2	1.7555426	77.067841	1366.4904	29.30242	-3945157
7	27	1.899984563	1.682812086	76.056511	1538.0282	32.603397	-3945157
7	27	1.800029345	1.612743201	74.976471	1692.2135	36.677151	-3945157
7	27	1.700011054	1.545234406	73.828362	1802.1761	41.407265	-3945157
7	27	1.599992188	1.480586383	72.609276	1843.8286	46.568367	-3945157
7	27	1.499961879	1.418935131	71.341965	1805.7329	51.870167	-3945157
7	27	1.400019652	1.360450664	70.032761	1694.8936	57.024948	-3945157
7	27	1.299942922	1.305248481	68.687927	1530.8989	61.796719	-3945157
7	27	1.200029267	1.253527943	67.30825	1340.0815	66.014893	-3945157
7	27	1.10002573	1.205109209	65.913788	1144.8099	69.612724	-3945157
7	27	1	1.160010495	64.527985	961.06677	72.592705	-3945157
7	27	0.899984552	1.118535902	63.141403	797.09082	74.978813	-3945157
7	27	0.800029352	1.080305337	61.75148	656.15283	76.851501	-3945157
7	27	0.700011071	1.045186487	60.436012	537.52863	78.271049	-3945157
7	27	0.599992167	1.013546401	59.095631	439.27567	79.27829	-3945157
7	27	0.499961852	0.98473442	57.843288	358.69025	79.980629	-3945157
7	27	0.400019652	0.958615054	56.651253	293.03799	80.358513	-3945157
7	27	0.2999429	0.93535641	55.498901	239.62312	80.602379	-3945157
7	27	0.200029267	0.915283394	54.345631	196.42696	80.468575	-3945157
7	27	0.100025696	0.897233007	53.257729	161.3259	80.366592	-3945157
7	27	0	0.881478154	52.242661	133.01587	79.78569	-3945157
7	27	-0.100015427	0.867887778	51.235924	110.0093	79.240395	-3945157
7	27	-0.199970655	0.857227028	50.250397	91.391975	78.545685	-3945157
7	27	-0.29998892	0.848072236	49.426971	76.33699	77.704948	-3945157
7	27	-0.400007833	0.841214339	48.674541	64.098587	76.879974	-3945157
7	27	-0.500038148	0.834978144	48.023056	54.269402	75.636856	-3945157
7	27	-0.599980382	0.824689979	47.566547	46.058983	74.549561	-3945157
7	27	-0.700057122	0.81317246	46.894009	39.212784	73.134575	-3945157
7	27	-0.799970733	0.800518247	45.88308	33.093193	72.35582	-3945157
7	27	-0.89997427	0.785546537	44.542042	28.170027	70.38279	-3945157
7	27	-1	0.773252856	42.655445	23.986876	68.222031	-3945157
7	27	-1.100015443	0.766090829	40.142101	20.385895	66.249352	-3945157
7	27	-1.19997062	0.761291146	37.258877	18.068502	62.103687	-3945157
7	27	-1.299988938	0.768525999	33.61414	16.476557	57.54063	-3945157
7	27	-1.400007801	0.784204053	29.50642	15.071168	53.974522	-3945157
7	27	-1.500038134	0.813123197	24.827234	14.593635	49.372658	-3945157
7	27	-1.599980382	0.866201701	19.576538	14.838656	44.552422	-3945157
7	27	-1.700057078	0.944607765	14.438432	15.440562	40.385601	-3945157
7	27	-1.799970733	1.042087789	10.350853	17.073837	35.962803	-3945157
7	27	-1.89997427	1.164194012	7.4826589	17.974436	33.51807	-3945157
7	27	-2.000000009	1.287194816	6.5577688	19.827291	30.883265	-3945157
8	31.5	3	2.563775606	81.551758	336.76886	10.624649	-3945073
8	31.5	2.899984557	2.489295977	81.758911	403.60211	12.681052	-3945073
8	31.5	2.800029359	2.407936702	81.766129	475.35074	14.86138	-3945073
8	31.5	2.700011071	2.324256459	81.601395	549.66968	17.021042	-3945073
8	31.5	2.599992188	2.240122931	81.285835	625.31451	18.994509	-3945073
8	31.5	2.499961879	2.156529072	80.834366	703.95477	20.670065	-3945073
8	31.5	2.400019635	2.074203426	80.261475	790.39032	22.05781	-3945073
8	31.5	2.2999429	1.993391251	79.578979	891.47534	23.317312	-3945073
8	31.5	2.200029267	1.914424703	78.801102	1012.755	24.70351	-3945073
8	31.5	2.10002573	1.837414035	77.935539	1156.8898	26.502337	-3945073
8	31.5	2	1.762608868	76.988983	1320.2405	28.9461	-3945073
8	31.5	1.899984563	1.690085303	75.96534	1490.9624	32.175083	-3945073
8	31.5	1.800029345	1.620203475	74.875008	1647.9398	36.212879	-3945073
8	31.5	1.700011054	1.55296577	73.716148	1763.635	40.958748	-3945073
8	31.5	1.599992188	1.488634663	72.487	1812.1619	46.186195	-3945073
8	31.5	1.499961879	1.427284885	71.211365	1779.5636	51.583084	-3945073
8	31.5	1.400019652	1.369201473	69.894188	1672.3823	56.837727	-3945073
8	31.5	1.299942922	1.31433729	68.543991	1510.4929	61.692348	-3945073
